DataOwner,Identifier,GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,HardnessQualifier,distance_km
Dept Water - Pretoria,2528CA00105,Borehole,-25.70172,28.00943,16.76,25.29,29.44,Shale,Consolidated,,23.19058949
Dept Water - Pretoria,2528CA00105,Borehole,-25.70172,28.00943,16.76,29.44,41.45,Quartzite,Consolidated,,23.19058949
Dept Water - Pretoria,2528CA00128,Borehole,-25.70171,28.00942,7.92,0,4.57,Boulders,Unconsolidated,,23.1900623
Dept Water - Pretoria,2528CA00128,Borehole,-25.70171,28.00942,7.92,4.57,35.35,Shale,Consolidated,,23.1900623
Dept Water - Pretoria,2528CA00128,Borehole,-25.70171,28.00942,7.92,35.35,44.8,Diabase,Consolidated,,23.1900623
Dept Water - Pretoria,2528CA00129,Borehole,-25.7017,28.00941,,0,36.57,Shale,Consolidated,,23.18953521
Dept Water - Pretoria,2528CA00129,Borehole,-25.7017,28.00941,,36.57,48.76,Diabase,Consolidated,,23.18953521
Dept Water - Pretoria,2528CA00130,Borehole,-25.70169,28.0094,12.19,0,39.62,Shale,Consolidated,,23.18900821
Dept Water - Pretoria,2528CA00131,Borehole,-25.70168,28.00939,13.71,0,30.48,Shale,Consolidated,,23.1884813
Dept Water - Pretoria,2528CA00131,Borehole,-25.70168,28.00939,13.71,30.48,32,Diabase,Consolidated,,23.1884813
Dept Water - Pretoria,2528CA00132,Borehole,-25.70167,28.00938,6.09,0,18.28,Shale,Consolidated,,23.18795449
Dept Water - Pretoria,2528CA00132,Borehole,-25.70167,28.00938,6.09,18.28,22.86,Diabase,Consolidated,,23.18795449
Dept Water - Pretoria,2528CA00132,Borehole,-25.70167,28.00938,6.09,22.86,25.9,Shale,Consolidated,,23.18795449
Dept Water - Pretoria,2528CA00132,Borehole,-25.70167,28.00938,6.09,25.9,37.79,Diabase,Consolidated,Hard,23.18795449
Dept Water - Pretoria,2528CA00133,Borehole,-25.70166,28.00937,,0,0.91,SOIL,Unconsolidated,,23.18742777
Dept Water - Pretoria,2528CA00133,Borehole,-25.70166,28.00937,,0.91,19.5,Shale,Consolidated,,23.18742777
Dept Water - Pretoria,2528CA00133,Borehole,-25.70166,28.00937,,19.5,20.42,Shale,Consolidated,,23.18742777
Dept Water - Pretoria,2528CA00133,Borehole,-25.70166,28.00937,,20.42,25.29,Shale,Consolidated,,23.18742777
Dept Water - Pretoria,2528CA00133,Borehole,-25.70166,28.00937,,25.29,28.65,Shale,Consolidated,,23.18742777
Dept Water - Pretoria,2528CA00133,Borehole,-25.70166,28.00937,,28.65,52.42,Shale,Consolidated,,23.18742777
Dept Water - Pretoria,2528CA00134,Borehole,-25.70165,28.00936,13.41,0,1.52,SOIL,Unconsolidated,,23.18690115
Dept Water - Pretoria,2528CA00134,Borehole,-25.70165,28.00936,13.41,1.52,18.28,Shale,Consolidated,,23.18690115
Dept Water - Pretoria,2528CA00134,Borehole,-25.70165,28.00936,13.41,18.28,22.86,Boulders,Unconsolidated,,23.18690115
Dept Water - Pretoria,2528CA00134,Borehole,-25.70165,28.00936,13.41,22.86,32,Shale,Consolidated,,23.18690115
Dept Water - Pretoria,2528CA00134,Borehole,-25.70165,28.00936,13.41,32,32.91,Shale,Consolidated,,23.18690115
Dept Water - Pretoria,2528CA00135,Borehole,-25.70164,28.00935,4.57,0,1.52,SOIL,Unconsolidated,,23.18637463
Dept Water - Pretoria,2528CA00135,Borehole,-25.70164,28.00935,4.57,1.52,13.71,Shale,Consolidated,,23.18637463
Dept Water - Pretoria,2528CA00135,Borehole,-25.70164,28.00935,4.57,13.71,21.33,Shale,Consolidated,,23.18637463
Dept Water - Pretoria,2528CA00135,Borehole,-25.70164,28.00935,4.57,21.33,26.82,Shale,Consolidated,,23.18637463
Dept Water - Pretoria,2528CA00136,Borehole,-25.70163,28.00934,10.05,0,0.91,SOIL,Unconsolidated,,23.1858482
Dept Water - Pretoria,2528CA00136,Borehole,-25.70163,28.00934,10.05,0.91,15.24,Shale,Consolidated,,23.1858482
Dept Water - Pretoria,2528CA00136,Borehole,-25.70163,28.00934,10.05,15.24,31.39,Diabase,Consolidated,,23.1858482
Dept Water - Pretoria,2528CA00137,Borehole,-25.70162,28.00933,6.09,0,34.13,Diabase,Consolidated,,23.18532186
Dept Water - Pretoria,2528CA00137,Borehole,-25.70162,28.00933,6.09,34.13,34.74,Diabase,Consolidated,,23.18532186
Dept Water - Pretoria,2528CA00142,Borehole,-25.70157,28.00928,44.19,0,3.04,SOIL,Unconsolidated,,23.1826916
Dept Water - Pretoria,2528CA00142,Borehole,-25.70157,28.00928,44.19,3.04,16.76,Schist,Consolidated,,23.1826916
Dept Water - Pretoria,2528CA00142,Borehole,-25.70157,28.00928,44.19,16.76,27.43,Granite,Consolidated,,23.1826916
Dept Water - Pretoria,2528CA00142,Borehole,-25.70157,28.00928,44.19,27.43,56.38,Granite,Consolidated,,23.1826916
Dept Water - Pretoria,2528CA00143,Borehole,-25.70156,28.00927,27.43,0,3.04,SOIL,Unconsolidated,,23.18216584
Dept Water - Pretoria,2528CA00143,Borehole,-25.70156,28.00927,27.43,3.04,10.66,Schist,Consolidated,,23.18216584
Dept Water - Pretoria,2528CA00143,Borehole,-25.70156,28.00927,27.43,10.66,28.95,Granite,Consolidated,,23.18216584
Dept Water - Pretoria,2528CA00143,Borehole,-25.70156,28.00927,27.43,28.95,41.14,Granite,Consolidated,,23.18216584
Dept Water - Pretoria,2528CA00143,Borehole,-25.70156,28.00927,27.43,41.14,65.53,Granite,Consolidated,,23.18216584
Dept Water - Pretoria,2527DB00330,Borehole,-25.70153,27.97617,30.48,0,12.49,SOIL,Unconsolidated,,24.98752499
Dept Water - Pretoria,2527DB00330,Borehole,-25.70153,27.97617,30.48,12.49,15.24,Granite,Consolidated,,24.98752499
Dept Water - Pretoria,2527DB00330,Borehole,-25.70153,27.97617,30.48,15.24,20.72,Diabase,Consolidated,,24.98752499
Dept Water - Pretoria,2527DB00330,Borehole,-25.70153,27.97617,30.48,20.72,43.58,Sandstone,Consolidated,,24.98752499
Dept Water - Pretoria,2527DB00329,Borehole,-25.70152,27.97616,26.21,0,6.09,SOIL,Unconsolidated,,24.98720161
Dept Water - Pretoria,2527DB00329,Borehole,-25.70152,27.97616,26.21,6.09,45.72,Sandstone,Consolidated,,24.98720161
Dept Water - Pretoria,2527DB00328,Borehole,-25.70151,27.97615,,0,28.34,Sandstone,Consolidated,,24.98687832
Dept Water - Pretoria,2527DB00327,Borehole,-25.7015,27.97614,4.26,0,6.09,SOIL,Unconsolidated,,24.98655512
Dept Water - Pretoria,2527DB00327,Borehole,-25.7015,27.97614,4.26,6.09,14.63,Sandstone,Consolidated,,24.98655512
Dept Water - Pretoria,2527DB00326,Borehole,-25.70149,27.97613,8.53,0,7.31,SOIL,Unconsolidated,,24.98623202
Dept Water - Pretoria,2527DB00326,Borehole,-25.70149,27.97613,8.53,7.31,13.41,Dolerite,Consolidated,,24.98623202
Dept Water - Pretoria,2527DB00326,Borehole,-25.70149,27.97613,8.53,13.41,18.34,Dolerite,Consolidated,,24.98623202
Dept Water - Pretoria,2527DB00325,Borehole,-25.70148,27.97612,19.81,0,8.23,SOIL,Unconsolidated,,24.98590902
Dept Water - Pretoria,2527DB00325,Borehole,-25.70148,27.97612,19.81,8.23,44.65,Diabase,Consolidated,,24.98590902
Dept Water - Pretoria,2527DB00324,Borehole,-25.70147,27.97611,11.27,0,11.58,SOIL,Unconsolidated,,24.98558611
Dept Water - Pretoria,2527DB00324,Borehole,-25.70147,27.97611,11.27,11.58,24.07,Sandstone,Consolidated,,24.98558611
Dept Water - Pretoria,2527DB00323,Borehole,-25.70146,27.9761,19.81,0,8.22,SOIL,Unconsolidated,,24.98526329
Dept Water - Pretoria,2527DB00323,Borehole,-25.70146,27.9761,19.81,8.22,44.65,Diabase,Consolidated,,24.98526329
Dept Water - Pretoria,2527DB00322,Borehole,-25.70145,27.97609,35.66,0,6.7,Sandstone,Consolidated,,24.98494057
Dept Water - Pretoria,2527DB00322,Borehole,-25.70145,27.97609,35.66,6.7,24.38,Sandstone,Consolidated,,24.98494057
Dept Water - Pretoria,2527DB00322,Borehole,-25.70145,27.97609,35.66,24.38,59.58,Sandstone,Consolidated,,24.98494057
Dept Water - Pretoria,2527DB00331,Borehole,-25.70143,27.97607,32.61,0,23.77,Sandstone,Consolidated,,24.98429542
Dept Water - Pretoria,2527DB00331,Borehole,-25.70143,27.97607,32.61,23.77,46.93,Granite,Consolidated,,24.98429542
Dept Water - Pretoria,2527DB00331,Borehole,-25.70143,27.97607,32.61,46.93,57.6,Granite,Consolidated,,24.98429542
Dept Water - Pretoria,2527DB00331,Borehole,-25.70143,27.97607,32.61,57.6,66.14,Diabase,Consolidated,,24.98429542
Dept Water - Pretoria,2527DB00332,Borehole,-25.70142,27.97606,28.95,0,3.65,SOIL,Unconsolidated,,24.98397298
Dept Water - Pretoria,2527DB00332,Borehole,-25.70142,27.97606,28.95,3.65,20.72,Sandstone,Consolidated,,24.98397298
Dept Water - Pretoria,2527DB00332,Borehole,-25.70142,27.97606,28.95,20.72,54.55,Sandstone,Consolidated,,24.98397298
Dept Water - Pretoria,2527DB00332,Borehole,-25.70142,27.97606,28.95,54.55,56.08,Diabase,Consolidated,,24.98397298
Dept Water - Pretoria,2527DB00332,Borehole,-25.70142,27.97606,28.95,56.08,62.48,Sandstone,Consolidated,,24.98397298
Dept Water - Pretoria,2527DB00334,Borehole,-25.7014,27.97604,35.35,0,5.48,SOIL,Unconsolidated,,24.9833284
Dept Water - Pretoria,2527DB00334,Borehole,-25.7014,27.97604,35.35,5.48,56.38,Sandstone,Consolidated,,24.9833284
Dept Water - Pretoria,2527DB00335,Borehole,-25.70139,27.97603,6.09,0,2.13,SOIL,Unconsolidated,,24.98300625
Dept Water - Pretoria,2527DB00335,Borehole,-25.70139,27.97603,6.09,2.13,20.11,Diabase,Consolidated,,24.98300625
Dept Water - Pretoria,2527DB00335,Borehole,-25.70139,27.97603,6.09,20.11,28.34,Diabase,Consolidated,,24.98300625
Dept Water - Pretoria,2527DB00336,Borehole,-25.70138,27.97602,15.85,0,1.82,SOIL,Unconsolidated,,24.98268419
Dept Water - Pretoria,2527DB00336,Borehole,-25.70138,27.97602,15.85,1.82,28.65,Clay,Unconsolidated,,24.98268419
Dept Water - Pretoria,2527DB00336,Borehole,-25.70138,27.97602,15.85,28.65,36.57,Gravel,Unconsolidated,,24.98268419
Dept Water - Pretoria,2527DB00336,Borehole,-25.70138,27.97602,15.85,36.57,47.85,Shale,Consolidated,,24.98268419
Dept Water - Pretoria,2527DB00336,Borehole,-25.70138,27.97602,15.85,47.85,59.13,Shale,Consolidated,,24.98268419
Dept Water - Pretoria,2527DB00337,Borehole,-25.70137,27.97601,6.4,0,3.04,Clay,Unconsolidated,,24.98236223
Dept Water - Pretoria,2527DB00337,Borehole,-25.70137,27.97601,6.4,3.04,22.55,Shale,Consolidated,,24.98236223
Dept Water - Pretoria,2527DB00337,Borehole,-25.70137,27.97601,6.4,22.55,23.92,Diabase,Consolidated,,24.98236223
Dept Water - Pretoria,2527DB00339,Borehole,-25.70135,27.97599,9.75,0,6.09,Clay,Unconsolidated,,24.9817186
Dept Water - Pretoria,2527DB00339,Borehole,-25.70135,27.97599,9.75,6.09,30.78,Diabase,Consolidated,,24.9817186
Dept Water - Pretoria,2527DB00339,Borehole,-25.70135,27.97599,9.75,30.78,61.26,Quartzite,Consolidated,,24.9817186
Dept Water - Pretoria,2527DB00340,Borehole,-25.70134,27.97598,6.7,0,1.21,SOIL,Unconsolidated,,24.98139692
Dept Water - Pretoria,2527DB00340,Borehole,-25.70134,27.97598,6.7,1.21,4.87,Clay,Unconsolidated,,24.98139692
Dept Water - Pretoria,2527DB00340,Borehole,-25.70134,27.97598,6.7,4.87,40.84,Shale,Consolidated,,24.98139692
Dept Water - Pretoria,2527DB00341,Borehole,-25.70133,27.97597,7.62,0,1.52,SOIL,Unconsolidated,,24.98107534
Dept Water - Pretoria,2527DB00341,Borehole,-25.70133,27.97597,7.62,1.52,3.65,Gravel,Unconsolidated,,24.98107534
Dept Water - Pretoria,2527DB00341,Borehole,-25.70133,27.97597,7.62,3.65,9.75,Clay,Unconsolidated,,24.98107534
Dept Water - Pretoria,2527DB00341,Borehole,-25.70133,27.97597,7.62,9.75,29.87,Shale,Consolidated,,24.98107534
Dept Water - Pretoria,2527DB00341,Borehole,-25.70133,27.97597,7.62,29.87,33.52,Diabase,Consolidated,,24.98107534
Dept Water - Pretoria,2527DB00342,Borehole,-25.70132,27.97596,,0,12.49,Clay,Unconsolidated,,24.98075386
Dept Water - Pretoria,2527DB00343,Borehole,-25.70131,27.97595,20,0,9,Boulders,Unconsolidated,,24.98043247
Dept Water - Pretoria,2527DB00343,Borehole,-25.70131,27.97595,20,9,37,Clay,Unconsolidated,,24.98043247
Dept Water - Pretoria,2527DB00343,Borehole,-25.70131,27.97595,20,37,92,Diabase,Consolidated,,24.98043247
Dept Water - Pretoria,2527DB00344,Borehole,-25.7013,27.97594,16.15,0,4.57,Boulders,Unconsolidated,,24.98011118
Dept Water - Pretoria,2527DB00344,Borehole,-25.7013,27.97594,16.15,4.57,7.01,Clay,Unconsolidated,,24.98011118
Dept Water - Pretoria,2527DB00344,Borehole,-25.7013,27.97594,16.15,7.01,17.37,Shale,Consolidated,,24.98011118
Dept Water - Pretoria,2527DB00344,Borehole,-25.7013,27.97594,16.15,17.37,22.25,Shale,Consolidated,,24.98011118
Dept Water - Pretoria,2527DB00344,Borehole,-25.7013,27.97594,16.15,22.25,38.7,Shale,Consolidated,,24.98011118
Dept Water - Pretoria,2527DB00344,Borehole,-25.7013,27.97594,16.15,38.7,55.47,Quartzite,Consolidated,,24.98011118
Dept Water - Pretoria,2528CA00160,Borehole,-25.70118,28.1575,10.97,0,3.04,SOIL,Unconsolidated,,21.87822359
Dept Water - Pretoria,2528CA00160,Borehole,-25.70118,28.1575,10.97,3.04,5.48,Laterite,Consolidated,,21.87822359
Dept Water - Pretoria,2528CA00160,Borehole,-25.70118,28.1575,10.97,5.48,31.69,Shale,Consolidated,,21.87822359
Dept Water - Pretoria,2528CA00160,Borehole,-25.70118,28.1575,10.97,31.69,34.59,Shale,Consolidated,,21.87822359
Dept Water - Pretoria,2528CA00159,Borehole,-25.70117,28.15749,,0,3.04,SOIL,Unconsolidated,,21.8768291
Dept Water - Pretoria,2528CA00159,Borehole,-25.70117,28.15749,,3.04,15.54,Shale,Consolidated,,21.8768291
Dept Water - Pretoria,2528CA00159,Borehole,-25.70117,28.15749,,15.54,17.98,Sandstone,Consolidated,,21.8768291
Dept Water - Pretoria,2528CA00158,Borehole,-25.70062,28.19138,4.26,0,31.39,Shale,Consolidated,,23.22691799
Dept Water - Pretoria,2528CA00298,Borehole,-25.70061,28.06637,50,0,20,Dolerite,Consolidated,,21.13203786
Dept Water - Pretoria,2528CA00298,Borehole,-25.70061,28.06637,50,20,70,Dolerite,Consolidated,,21.13203786
Dept Water - Pretoria,2528CA00157,Borehole,-25.70061,28.19137,3.04,0,13.41,Boulders,Unconsolidated,,23.2254267
Dept Water - Pretoria,2528CA00157,Borehole,-25.70061,28.19137,3.04,13.41,23.06,Diabase,Consolidated,,23.2254267
Dept Water - Pretoria,2528CA00390,Borehole,-25.69734,28.08311,10.05,0,0.6,SOIL,Unconsolidated,,20.5308493
Dept Water - Pretoria,2528CA00390,Borehole,-25.69734,28.08311,10.05,0.6,43.28,Shale,Consolidated,,20.5308493
Dept Water - Pretoria,2528CA00389,Borehole,-25.69733,28.0831,2.59,0,1.82,Clay,Unconsolidated,,20.52983551
Dept Water - Pretoria,2528CA00389,Borehole,-25.69733,28.0831,2.59,1.82,31.39,Shale,Consolidated,,20.52983551
Dept Water - Pretoria,2528CA00388,Borehole,-25.69732,28.08309,18.28,0,4.26,SOIL,Unconsolidated,,20.52882179
Dept Water - Pretoria,2528CA00388,Borehole,-25.69732,28.08309,18.28,4.26,107.89,Sandstone,Consolidated,,20.52882179
Dept Water - Pretoria,2528CA00387,Borehole,-25.69731,28.08308,,0,67.05,Sandstone,Consolidated,,20.52780814
Dept Water - Pretoria,2528CA00387,Borehole,-25.69731,28.08308,,67.05,160.02,Sandstone,Consolidated,,20.52780814
Dept Water - Pretoria,2528CA00387,Borehole,-25.69731,28.08308,,160.02,164.28,Shale,Consolidated,,20.52780814
Dept Water - Pretoria,2528CA00386,Borehole,-25.6973,28.08307,,0,149.96,Sandstone,Consolidated,,20.52679456
Dept Water - Pretoria,2528CA00385,Borehole,-25.69729,28.08306,6.09,0,2.13,SOIL,Unconsolidated,,20.52578105
Dept Water - Pretoria,2528CA00385,Borehole,-25.69729,28.08306,6.09,2.13,10.66,Sandstone,Consolidated,,20.52578105
Dept Water - Pretoria,2528CA00385,Borehole,-25.69729,28.08306,6.09,10.66,34.13,Sand,Unconsolidated,,20.52578105
Dept Water - Pretoria,2528CA00385,Borehole,-25.69729,28.08306,6.09,34.13,103.93,Shale,Consolidated,,20.52578105
Dept Water - Pretoria,2528CA00385,Borehole,-25.69729,28.08306,6.09,103.93,135.94,Shale,Consolidated,,20.52578105
Dept Water - Pretoria,2528CA00385,Borehole,-25.69729,28.08306,6.09,135.94,142.34,Gravel,Unconsolidated,,20.52578105
Dept Water - Pretoria,2528CA00384,Borehole,-25.69728,28.08305,24.38,0,92.96,Clay,Unconsolidated,,20.52476762
Dept Water - Pretoria,2528CA00384,Borehole,-25.69728,28.08305,24.38,92.96,138.98,Sandstone,Consolidated,,20.52476762
Dept Water - Pretoria,2528CA00383,Borehole,-25.69727,28.08304,15.24,0,0.91,SOIL,Unconsolidated,,20.52375425
Dept Water - Pretoria,2528CA00383,Borehole,-25.69727,28.08304,15.24,0.91,15.24,Sandstone,Consolidated,,20.52375425
Dept Water - Pretoria,2528CA00383,Borehole,-25.69727,28.08304,15.24,15.24,74.67,Sandstone,Consolidated,,20.52375425
Dept Water - Pretoria,2528CA00391,Borehole,-25.69726,28.08303,,0,1.21,SOIL,Unconsolidated,,20.52274095
Dept Water - Pretoria,2528CA00391,Borehole,-25.69726,28.08303,,1.21,3.04,Boulders,Unconsolidated,,20.52274095
Dept Water - Pretoria,2528CA00391,Borehole,-25.69726,28.08303,,3.04,17.37,Diabase,Consolidated,,20.52274095
Dept Water - Pretoria,2528CA00391,Borehole,-25.69726,28.08303,,17.37,17.98,Diabase,Consolidated,Hard,20.52274095
Dept Water - Pretoria,2528CA00392,Borehole,-25.69725,28.08302,6.4,0,4.57,Clay,Unconsolidated,,20.52172773
Dept Water - Pretoria,2528CA00392,Borehole,-25.69725,28.08302,6.4,4.57,25.9,Shale,Consolidated,,20.52172773
Dept Water - Pretoria,2528CA00392,Borehole,-25.69725,28.08302,6.4,25.9,31.39,Shale,Consolidated,,20.52172773
Dept Water - Pretoria,2528CA00392,Borehole,-25.69725,28.08302,6.4,31.39,35.66,Diabase,Consolidated,,20.52172773
Dept Water - Pretoria,2528CA00393,Borehole,-25.69724,28.08301,9.14,0,0.6,SOIL,Unconsolidated,,20.52071457
Dept Water - Pretoria,2528CA00393,Borehole,-25.69724,28.08301,9.14,0.6,5.79,Clay,Unconsolidated,,20.52071457
Dept Water - Pretoria,2528CA00393,Borehole,-25.69724,28.08301,9.14,5.79,43.89,Shale,Consolidated,,20.52071457
Dept Water - Pretoria,2528CA00393,Borehole,-25.69724,28.08301,9.14,43.89,54.25,Quartzite,Consolidated,,20.52071457
Dept Water - Pretoria,2528CA00394,Borehole,-25.69723,28.083,14.02,0,8.53,Sand,Unconsolidated,,20.51970149
Dept Water - Pretoria,2528CA00394,Borehole,-25.69723,28.083,14.02,8.53,51.81,Sandstone,Consolidated,,20.51970149
Dept Water - Pretoria,2528CA00394,Borehole,-25.69723,28.083,14.02,51.81,108.2,Granite,Consolidated,,20.51970149
Dept Water - Pretoria,2528CA00450,Borehole,-25.69721,28.08299,17.06,0,4.57,SOIL,Unconsolidated,,20.51757943
Dept Water - Pretoria,2528CA00450,Borehole,-25.69721,28.08299,17.06,4.57,15.24,Sandstone,Consolidated,,20.51757943
Dept Water - Pretoria,2528CA00450,Borehole,-25.69721,28.08299,17.06,15.24,48.76,Sandstone,Consolidated,,20.51757943
Dept Water - Pretoria,2528CA00450,Borehole,-25.69721,28.08299,17.06,48.76,82.29,Sandstone & Shale,Consolidated,,20.51757943
Dept Water - Pretoria,2528CA00450,Borehole,-25.69721,28.08299,17.06,82.29,88.39,Clay,Unconsolidated,,20.51757943
Dept Water - Pretoria,2528CA00451,Borehole,-25.6972,28.08298,12.19,0,18.28,Chalk,Consolidated,,20.51656649
Dept Water - Pretoria,2528CA00451,Borehole,-25.6972,28.08298,12.19,18.28,36.57,Sandstone,Consolidated,,20.51656649
Dept Water - Pretoria,2528CA00451,Borehole,-25.6972,28.08298,12.19,36.57,70.71,Shale,Consolidated,Hard,20.51656649
Dept Water - Pretoria,2528CA00452,Borehole,-25.69719,28.08297,,0,0.6,SOIL,Unconsolidated,,20.51555363
Dept Water - Pretoria,2528CA00452,Borehole,-25.69719,28.08297,,0.6,2.13,Diabase,Consolidated,,20.51555363
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,0,0.6,SOIL,Unconsolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,0.6,1.21,Clay,Unconsolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,1.21,3.04,Clay,Unconsolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,3.04,5.48,Sandstone,Consolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,5.48,8.15,Quartzite,Consolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,8.15,8.68,Granite,Consolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,8.68,13.86,Granite,Consolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,13.86,14.17,Granite,Consolidated,,20.51454083
Dept Water - Pretoria,2528CA00453,Borehole,-25.69718,28.08296,5.48,14.17,16.61,Granite,Consolidated,,20.51454083
Dept Water - Pretoria,2528CA00454,Borehole,-25.69717,28.08295,12.19,0,1.82,SOIL,Unconsolidated,,20.51352811
Dept Water - Pretoria,2528CA00454,Borehole,-25.69717,28.08295,12.19,1.82,36.88,Diabase,Consolidated,,20.51352811
Dept Water - Pretoria,2528CA00455,Borehole,-25.69716,28.08294,10.97,0,3.04,SOIL,Unconsolidated,,20.51251546
Dept Water - Pretoria,2528CA00455,Borehole,-25.69716,28.08294,10.97,3.04,34.44,Diabase,Consolidated,,20.51251546
Dept Water - Pretoria,2528CA00455,Borehole,-25.69716,28.08294,10.97,34.44,35.35,Diabase,Consolidated,,20.51251546
Dept Water - Pretoria,2528CA00456,Borehole,-25.69715,28.08293,13.1,0,0.6,SOIL,Unconsolidated,,20.51150287
Dept Water - Pretoria,2528CA00456,Borehole,-25.69715,28.08293,13.1,0.6,2.13,Clay,Unconsolidated,,20.51150287
Dept Water - Pretoria,2528CA00456,Borehole,-25.69715,28.08293,13.1,2.13,45.11,Shale,Consolidated,,20.51150287
Dept Water - Pretoria,2528CA00457,Borehole,-25.69714,28.08292,4.87,0,46.63,Quartzite,Consolidated,,20.51049036
Dept Water - Pretoria,2528CA00458,Borehole,-25.69713,28.08291,10.97,0,0.6,SOIL,Unconsolidated,,20.50947792
Dept Water - Pretoria,2528CA00458,Borehole,-25.69713,28.08291,10.97,0.6,45.11,Shale,Consolidated,,20.50947792
Dept Water - Pretoria,2528CA00459,Borehole,-25.69712,28.0829,,0,0.6,SOIL,Unconsolidated,,20.50846555
Dept Water - Pretoria,2528CA00459,Borehole,-25.69712,28.0829,,0.6,23.16,Shale,Consolidated,Soft,20.50846555
Dept Water - Pretoria,2528CA00459,Borehole,-25.69712,28.0829,,23.16,25.6,Diabase,Consolidated,,20.50846555
Dept Water - Pretoria,2528CA00459,Borehole,-25.69712,28.0829,,25.6,31.24,Shale,Consolidated,,20.50846555
Dept Water - Pretoria,2528CA00460,Borehole,-25.69711,28.08289,6.7,0,0.6,SOIL,Unconsolidated,,20.50745325
Dept Water - Pretoria,2528CA00460,Borehole,-25.69711,28.08289,6.7,0.6,20.72,Shale,Consolidated,,20.50745325
Dept Water - Pretoria,2528CA00460,Borehole,-25.69711,28.08289,6.7,20.72,32.3,Diabase,Consolidated,,20.50745325
Dept Water - Pretoria,2528CA00316,Borehole,-25.6965,28.06477,6.09,0,35.05,Granite,Consolidated,,20.71335387
Dept Water - Pretoria,2528CA00315,Borehole,-25.69649,28.06476,,0,45.72,Granite,Consolidated,,20.71246376
