"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterLevel_WaterLevel","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_MaterialType","Lithology_HardnessQualifier"
"Dept Water - Pretoria","2526AB00012","Borehole","-25.23393","26.25802",,"0.00","24.38","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00012","Borehole","-25.23393","26.25802",,"24.38","33.22","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00014","Borehole","-25.23393","26.25803",,"0.00","27.43","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00014","Borehole","-25.23393","26.25803",,"27.43","63.09","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00016","Borehole","-25.23393","26.25804",,"0.00","12.19","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AB00016","Borehole","-25.23393","26.25804",,"12.19","33.53","Hornfels","Consolidated",
"Dept Water - Pretoria","2526AB00018","Borehole","-25.23393","26.25805","34.14","0.00","33.53","Sandstone","Consolidated",
"Dept Water - Pretoria","2526AB00018","Borehole","-25.23393","26.25805","34.14","33.53","64.01","Sandstone","Consolidated",
"Dept Water - Pretoria","2526AB00020","Borehole","-25.23393","26.25806",,"0.00","2.13","Tuff","Consolidated",
"Dept Water - Pretoria","2526AB00020","Borehole","-25.23393","26.25806",,"2.13","8.84","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AB00020","Borehole","-25.23393","26.25806",,"8.84","22.56","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00020","Borehole","-25.23393","26.25806",,"22.56","42.67","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00022","Borehole","-25.23393","26.25807","29.87","0.00","7.32","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AB00022","Borehole","-25.23393","26.25807","29.87","7.32","35.66","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00022","Borehole","-25.23393","26.25807","29.87","35.66","142.04","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00022","Borehole","-25.23393","26.25807","29.87","142.04","188.67","NO SAMPLE",,
"Dept Water - Pretoria","2526AB00022","Borehole","-25.23393","26.25807","29.87","188.67","211.23","Diabase","Consolidated",
"Dept Water - Pretoria","2526AB00022","Borehole","-25.23393","26.25807","29.87","211.23","213.36","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00024","Borehole","-25.23393","26.25808","29.87","0.00","3.05","Tuff","Consolidated",
"Dept Water - Pretoria","2526AB00024","Borehole","-25.23393","26.25808","29.87","3.05","31.09","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00024","Borehole","-25.23393","26.25808","29.87","31.09","92.05","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00026","Borehole","-25.23393","26.25809",,"0.00","13.72","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00026","Borehole","-25.23393","26.25809",,"13.72","79.25","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00028","Borehole","-25.23393","26.25810",,"0.00","7.62","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AB00028","Borehole","-25.23393","26.25810",,"7.62","61.87","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00030","Borehole","-25.23393","26.25811","85.34","0.00","50.29","Sandstone","Consolidated",
"Dept Water - Pretoria","2526AB00030","Borehole","-25.23393","26.25811","85.34","50.29","103.63","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00032","Borehole","-25.23393","26.25812",,"0.00","87.17","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00034","Borehole","-25.23393","26.25813",,"0.00","2.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AB00034","Borehole","-25.23393","26.25813",,"2.00","23.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00034","Borehole","-25.23393","26.25813",,"23.00","32.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00034","Borehole","-25.23393","26.25813",,"32.00","40.00","Vein-Quartz","Consolidated",
"Dept Water - Pretoria","2526AB00034","Borehole","-25.23393","26.25813",,"40.00","64.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00036","Borehole","-25.23393","26.25814",,"0.00","3.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AB00036","Borehole","-25.23393","26.25814",,"3.00","15.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00036","Borehole","-25.23393","26.25814",,"15.00","54.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00038","Borehole","-25.23393","26.25815",,"0.00","3.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AB00038","Borehole","-25.23393","26.25815",,"3.00","25.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00038","Borehole","-25.23393","26.25815",,"25.00","121.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00040","Borehole","-25.23393","26.25816",,"0.00","2.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AB00040","Borehole","-25.23393","26.25816",,"2.00","18.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00040","Borehole","-25.23393","26.25816",,"18.00","78.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00042","Borehole","-25.23393","26.25817",,"0.00","15.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00042","Borehole","-25.23393","26.25817",,"15.00","121.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00044","Borehole","-25.23393","26.25818","40.00","0.00","34.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2526AB00044","Borehole","-25.23393","26.25818","40.00","34.00","104.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2526AB00046","Borehole","-25.23393","26.25819",,"0.00","12.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00046","Borehole","-25.23393","26.25819",,"12.00","60.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AB00050","Borehole","-25.23393","26.48300","21.34","0.00","14.63","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00050","Borehole","-25.23393","26.48300","21.34","14.63","22.86","Limestone","Consolidated",
"Dept Water - Pretoria","2526AB00050","Borehole","-25.23393","26.48300","21.34","22.86","35.36","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00050","Borehole","-25.23393","26.48300","21.34","35.36","49.38","Shale","Consolidated",
"Dept Water - Pretoria","2526AB00052","Borehole","-25.23393","26.48301","25.91","0.00","1.83","Tuff","Consolidated",
"Dept Water - Pretoria","2526AB00052","Borehole","-25.23393","26.48301","25.91","1.83","16.76","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00052","Borehole","-25.23393","26.48301","25.91","16.76","39.93","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00054","Borehole","-25.23393","26.48302","24.38","0.00","1.22","Limestone","Consolidated",
"Dept Water - Pretoria","2526AB00054","Borehole","-25.23393","26.48302","24.38","1.22","15.24","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00054","Borehole","-25.23393","26.48302","24.38","15.24","47.85","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00140","Borehole","-25.23381","26.28587",,,,,,
"Dept Water - Pretoria","2528BB00869","Borehole","-25.23378","28.85454","7.83",,,,,
"Dept Water - Pretoria","2527BA00165","Borehole","-25.23339","27.54885",,"0.00","48.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00165","Borehole","-25.23339","27.54885",,"48.00","90.00","Quartzite","Consolidated","Hard"
"Dept Water - Pretoria","2527BA00166","Borehole","-25.23338","27.54885","28.00","0.00","34.50","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00166","Borehole","-25.23338","27.54885","28.00","34.50","60.00","Quartzite","Consolidated","Hard"
"Dept Water - Pretoria","2526AB00148","Borehole","-25.23317","26.29257",,,,,,
"Dept Water - Pretoria","2528AA00108","Borehole","-25.23302","28.21669","48.75",,,,,
"Dept Water - Pretoria","2526AA00419","Borehole","-25.23254","26.22967",,"0.00","18.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00419","Borehole","-25.23254","26.22967",,"18.00","102.00","Quartzite","Consolidated","Hard"
"Dept Water - Pretoria","2527AB00026","Borehole","-25.23244","27.34267","35.30","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527AB00026","Borehole","-25.23244","27.34267","35.30","1.00","21.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AB00026","Borehole","-25.23244","27.34267","35.30","21.00","31.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AB00026","Borehole","-25.23244","27.34267","35.30","31.00","39.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AB00026","Borehole","-25.23244","27.34267","35.30","39.00","45.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AB00026","Borehole","-25.23244","27.34267","35.30","45.00","90.00","Granite","Consolidated",
"Dept Water - Pretoria","2528AA00018","Borehole","-25.23173","28.22417",,"0.00","15.24","Sandstone","Consolidated",
"Dept Water - Pretoria","2528AA00018","Borehole","-25.23173","28.22417",,"15.24","28.34","Shale","Consolidated",
"Dept Water - Pretoria","2529AA00181","Borehole","-25.23173","29.10751",,,,,,
"Dept Water - Pretoria","2528AA00017","Borehole","-25.23172","28.22416","64.00","0.00","39.92","Clay","Unconsolidated",
"Dept Water - Pretoria","2528AA00017","Borehole","-25.23172","28.22416","64.00","39.92","77.72","Sandstone","Consolidated",
"Dept Water - Pretoria","2528AA00017","Borehole","-25.23172","28.22416","64.00","77.72","136.24","Shale","Consolidated",
"Dept Water - Pretoria","2528BB00870","Borehole","-25.23161","28.85438",,,,,,
"Dept Water - Pretoria","2529AA00113","Borehole","-25.23119","29.16530",,"0.00","60.96","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00114","Borehole","-25.23119","29.16531","10.67","0.00","0.91","SOIL","Unconsolidated",
"Dept Water - Pretoria","2529AA00114","Borehole","-25.23119","29.16531","10.67","0.91","43.28","Dolerite","Consolidated",
"Dept Water - Pretoria","2529AA00114","Borehole","-25.23119","29.16531","10.67","43.28","45.11","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00112","Borehole","-25.23118","29.16530",,"0.00","29.57","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00112","Borehole","-25.23118","29.16530",,"29.57","45.11","Dolerite","Consolidated",
"Dept Water - North West","2525BBE1126","Borehole","-25.23109","25.80492",,,,,,
"Dept Water - Pretoria","2528BB00871","Borehole","-25.23094","28.85454",,,,,,
"Dept Water - Pretoria","2529AA00325","Borehole","-25.23029","29.02507","14.86",,,,,
"Dept Water - Pretoria","2529AA00326","Borehole","-25.23012","29.02541",,,,,,
"Dept Water - Pretoria","2528AB00011","Borehole","-25.22980","28.41638",,"0.00","12.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528AB00011","Borehole","-25.22980","28.41638",,"12.00","36.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528AB00011","Borehole","-25.22980","28.41638",,"36.00","78.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528AB00011","Borehole","-25.22980","28.41638",,"78.00","116.00","Shale","Consolidated",
"Dept Water - Pretoria","2528AB00009","Borehole","-25.22979","28.41638",,"0.00","20.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528AB00009","Borehole","-25.22979","28.41638",,"20.00","119.00","Felsite","Consolidated",
"Dept Water - Pretoria","2528AB00008","Borehole","-25.22978","28.41638","30.00","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528AB00008","Borehole","-25.22978","28.41638","30.00","2.00","12.00","Granite","Consolidated",
"Dept Water - Pretoria","2528AB00008","Borehole","-25.22978","28.41638","30.00","12.00","16.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528AB00008","Borehole","-25.22978","28.41638","30.00","16.00","152.00","Granite","Consolidated",
"Dept Water - Pretoria","2528AB00010","Borehole","-25.22978","28.41639",,"0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528AB00010","Borehole","-25.22978","28.41639",,"2.00","146.00","Granite","Consolidated",
"Dept Water - Pretoria","2526BB00042","Borehole","-25.22975","26.83146",,,,,,
"Dept Water - Pretoria","2528BB00064","Borehole","-25.22960","28.85925",,"0.00","6.11","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00064","Borehole","-25.22960","28.85925",,"6.11","67.36","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00061","Borehole","-25.22959","28.85923",,"0.00","3.05","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00061","Borehole","-25.22959","28.85923",,"3.05","21.64","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00059","Borehole","-25.22958","28.85922","24.69","0.00","21.95","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00059","Borehole","-25.22958","28.85922","24.69","21.95","107.29","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00060","Borehole","-25.22958","28.85923","21.34","0.00","14.94","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00060","Borehole","-25.22958","28.85923","21.34","14.94","115.82","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00057","Borehole","-25.22957","28.85921",,"0.00","2.44","Sand","Unconsolidated",
"Dept Water - Pretoria","2528BB00057","Borehole","-25.22957","28.85921",,"2.44","6.11","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00057","Borehole","-25.22957","28.85921",,"6.11","92.66","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00058","Borehole","-25.22957","28.85922","19.20","0.00","11.58","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00058","Borehole","-25.22957","28.85922","19.20","11.58","70.71","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00055","Borehole","-25.22956","28.85920",,"0.00","10.36","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00056","Borehole","-25.22956","28.85921","15.54","0.00","14.33","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00056","Borehole","-25.22956","28.85921","15.54","14.33","92.66","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00053","Borehole","-25.22955","28.85919","20.12","0.00","44.81","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00053","Borehole","-25.22955","28.85919","20.12","44.81","71.63","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00054","Borehole","-25.22955","28.85920",,"0.00","3.05","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00054","Borehole","-25.22955","28.85920",,"3.05","12.19","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00051","Borehole","-25.22954","28.85918","65.53","0.00","6.11","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00051","Borehole","-25.22954","28.85918","65.53","6.11","107.29","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00052","Borehole","-25.22954","28.85919","18.29","0.00","20.12","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00052","Borehole","-25.22954","28.85919","18.29","20.12","79.25","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00049","Borehole","-25.22953","28.85917","8.53","0.00","25.91","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00049","Borehole","-25.22953","28.85917","8.53","25.91","51.82","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00050","Borehole","-25.22953","28.85918","30.48","0.00","3.96","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00050","Borehole","-25.22953","28.85918","30.48","3.96","137.16","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00048","Borehole","-25.22952","28.85917","6.11","0.00","14.63","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00048","Borehole","-25.22952","28.85917","6.11","14.63","41.45","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00046","Borehole","-25.22951","28.85915","18.29","0.00","10.06","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00046","Borehole","-25.22951","28.85915","18.29","10.06","93.27","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00047","Borehole","-25.22951","28.85916","26.82","0.00","9.45","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00047","Borehole","-25.22951","28.85916","26.82","9.45","53.64","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00045","Borehole","-25.22950","28.85915","12.19","0.00","7.92","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00045","Borehole","-25.22950","28.85915","12.19","7.92","35.05","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00912","Borehole","-25.22944","28.76838","21.10",,,,,
"Dept Water - Pretoria","2528BB00892","Borehole","-25.22911","28.81654",,,,,,
"Dept Water - Pretoria","2528BB00894","Borehole","-25.22911","28.83704",,,,,,
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","75.08","0.00","18.00","Boulders","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","75.08","18.00","26.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","75.08","26.00","40.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","75.08","40.00","53.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","75.08","53.00","70.00","Sandstone","Consolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","75.08","70.00","115.00","Shale","Consolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","79.90","0.00","18.00","Boulders","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","79.90","18.00","26.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","79.90","26.00","40.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","79.90","40.00","53.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2520AB00006","Borehole","-25.22908","20.49229","79.90","53.00","70.00","Sandstone","Consolidated",
