"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterLevel_WaterLevel","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_MaterialType","Lithology_HardnessQualifier"
"Dept Water - Pretoria","2528AA00115","Borehole","-25.13086","28.03813",,"78.00","103.00","Mudstone","Consolidated",
"Dept Water - Pretoria","2528AA00140","Borehole","-25.13067","28.00913","27.85","0.00","7.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2528AA00140","Borehole","-25.13067","28.00913","27.85","7.00","54.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2528BB00561","Borehole","-25.13036","28.95221","12.20",,,,,
"Dept Water - Pretoria","2529AA00364","Borehole","-25.13029","29.07271","5.89",,,,,
"Dept Water - Pretoria","2528BB00832","Borehole","-25.13028","28.76754",,,,,,
"Dept Water - Pretoria","2529AA00363","Borehole","-25.13012","29.07174",,,,,,
"Dept Water - Pretoria","2526BA00276","Borehole","-25.12996","26.65459","21.81","0.00","3.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526BA00276","Borehole","-25.12996","26.65459","21.81","3.00","7.00","Clay & Sand","Unconsolidated",
"Dept Water - Pretoria","2526BA00276","Borehole","-25.12996","26.65459","21.81","7.00","48.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2526BA00276","Borehole","-25.12996","26.65459","21.81","48.00","61.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529AA00362","Borehole","-25.12995","29.07091","4.13",,,,,
"Dept Water - Pretoria","2528BB00829","Borehole","-25.12994","28.86354",,,,,,
"Dept Water - Pretoria","2529AA00145","Borehole","-25.12979","29.11113","10.50","0.00","3.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00145","Borehole","-25.12979","29.11113","10.50","3.00","48.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00356","Borehole","-25.12962","29.07924","10.61",,,,,
"Dept Water - Pretoria","2528BB00560","Borehole","-25.12844","28.95088",,,,,,
"Dept Water - Pretoria","2528AA00072","Borehole","-25.12811","28.01472","60.90","0.00","109.00","Mudstone","Consolidated",
"Dept Water - Pretoria","2528BB00579","Borehole","-25.12794","28.92554","2.80",,,,,
"Dept Water - Pretoria","2528BB00922","Borehole","-25.12783","28.86609",,,,,,
"Dept Water - Pretoria","2526BA00233","Borehole","-25.12769","26.67488","20.09",,,,,
"Dept Water - Pretoria","2528BB00821","Borehole","-25.12761","28.76254","15.76",,,,,
"Dept Water - Pretoria","2528BA00037","Borehole","-25.12756","28.72777",,"0.00","34.13","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00037","Borehole","-25.12756","28.72777",,"34.13","115.51","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00038","Borehole","-25.12756","28.72777","27.43","0.00","7.62","Sand","Unconsolidated",
"Dept Water - Pretoria","2528BA00038","Borehole","-25.12756","28.72777","27.43","7.62","24.38","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00038","Borehole","-25.12756","28.72777","27.43","24.38","62.17","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2528BA00039","Borehole","-25.12756","28.72779",,"0.00","24.38","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00039","Borehole","-25.12756","28.72779",,"24.38","44.80","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00040","Borehole","-25.12756","28.72780",,"0.00","80.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00040","Borehole","-25.12756","28.72780",,"80.00","281.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00355","Borehole","-25.12745","29.08307",,,,,,
"Dept Water - Pretoria","2528BB00539","Borehole","-25.12744","28.98121","0.40",,,,,
"Dept Water - Pretoria","2528BB00553","Borehole","-25.12744","28.98804",,,,,,
"Dept Water - Pretoria","2527BB00045","Borehole","-25.12721","27.98749",,"0.00","109.00","Mudstone","Consolidated",
"Dept Water - Pretoria","2528BB00118","Borehole","-25.12672","28.90221",,,,,,
"Dept Water - Pretoria","2529AA00411","Borehole","-25.12667","29.06867","2.30",,,,,
"Dept Water - Pretoria","2529AA00410","Borehole","-25.12662","29.06719",,,,,,
"Dept Water - Pretoria","2529AA00109","Borehole","-25.12592","29.09280","21.34","0.00","27.43","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00109","Borehole","-25.12592","29.09280","21.34","27.43","77.42","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00107","Borehole","-25.12591","29.09279","0.91","0.00","53.04","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00108","Borehole","-25.12591","29.09280","18.29","0.00","45.72","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00108","Borehole","-25.12591","29.09280","18.29","45.72","53.34","Dolerite","Consolidated",
"Dept Water - Pretoria","2529AA00106","Borehole","-25.12590","29.09279","1.83","0.00","91.44","Sandstone","Consolidated",
"Dept Water - Pretoria","2529AA00405","Borehole","-25.12584","29.06597",,,,,,
"Dept Water - Pretoria","2527BA00090","Borehole","-25.12580","27.61636","7.01","0.00","11.89","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00090","Borehole","-25.12580","27.61636","7.01","11.89","45.11","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00090","Borehole","-25.12580","27.61636","7.01","45.11","54.25","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00088","Borehole","-25.12579","27.61636","13.72","0.00","67.06","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00086","Borehole","-25.12578","27.61636","37.49","0.00","7.01","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00086","Borehole","-25.12578","27.61636","37.49","7.01","28.65","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00086","Borehole","-25.12578","27.61636","37.49","28.65","76.93","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00084","Borehole","-25.12577","27.61636","9.14","0.00","22.25","Marble","Consolidated",
"Dept Water - Pretoria","2527BA00084","Borehole","-25.12577","27.61636","9.14","22.25","45.42","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00084","Borehole","-25.12577","27.61636","9.14","45.42","47.24","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00082","Borehole","-25.12576","27.61636","33.83","0.00","9.75","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00082","Borehole","-25.12576","27.61636","33.83","9.75","27.74","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00082","Borehole","-25.12576","27.61636","33.83","27.74","71.32","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00080","Borehole","-25.12575","27.61636","6.10","0.00","18.59","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00080","Borehole","-25.12575","27.61636","6.10","18.59","20.42","Chert","Consolidated",
"Dept Water - Pretoria","2527BA00078","Borehole","-25.12574","27.61636","12.19","0.00","12.19","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00078","Borehole","-25.12574","27.61636","12.19","12.19","33.53","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00078","Borehole","-25.12574","27.61636","12.19","33.53","59.44","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00076","Borehole","-25.12573","27.61636","54.86","0.00","7.62","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00076","Borehole","-25.12573","27.61636","54.86","7.62","47.55","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00076","Borehole","-25.12573","27.61636","54.86","47.55","69.80","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00076","Borehole","-25.12573","27.61636","54.86","69.80","80.77","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00074","Borehole","-25.12572","27.61636",,"0.00","26.21","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00074","Borehole","-25.12572","27.61636",,"26.21","47.24","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00074","Borehole","-25.12572","27.61636",,"47.24","52.43","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00072","Borehole","-25.12571","27.61636",,"0.00","15.24","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00072","Borehole","-25.12571","27.61636",,"15.24","31.39","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00072","Borehole","-25.12571","27.61636",,"31.39","47.24","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00070","Borehole","-25.12570","27.61636","11.89","0.00","3.05","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527BA00070","Borehole","-25.12570","27.61636","11.89","3.05","21.64","Limestone","Consolidated",
"Dept Water - Pretoria","2527BA00070","Borehole","-25.12570","27.61636","11.89","21.64","40.84","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00070","Borehole","-25.12570","27.61636","11.89","40.84","59.44","Dolomite","Consolidated",
"Dept Water - Pretoria","2527BA00065","Borehole","-25.12568","27.61636","15.24","0.00","13.41","Boulders","Unconsolidated",
"Dept Water - Pretoria","2527BA00065","Borehole","-25.12568","27.61636","15.24","13.41","56.08","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00063","Borehole","-25.12567","27.61636","21.34","0.00","9.14","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00063","Borehole","-25.12567","27.61636","21.34","9.14","60.96","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00061","Borehole","-25.12566","27.61636",,"0.00","40.23","Clay","Unconsolidated",
"Dept Water - Pretoria","2527BA00061","Borehole","-25.12566","27.61636",,"40.23","49.38","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00061","Borehole","-25.12566","27.61636",,"49.38","57.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00061","Borehole","-25.12566","27.61636",,"57.00","70.41","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00059","Borehole","-25.12565","27.61636",,"0.00","3.66","Boulders","Unconsolidated",
"Dept Water - Pretoria","2527BA00059","Borehole","-25.12565","27.61636",,"3.66","9.14","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00059","Borehole","-25.12565","27.61636",,"9.14","16.76","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00059","Borehole","-25.12565","27.61636",,"16.76","24.69","Vein-Quartz","Consolidated",
"Dept Water - Pretoria","2527BA00059","Borehole","-25.12565","27.61636",,"24.69","55.17","Marble","Consolidated",
"Dept Water - Pretoria","2527BA00057","Borehole","-25.12564","27.61636","21.34","0.00","20.12","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00057","Borehole","-25.12564","27.61636","21.34","20.12","33.22","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00057","Borehole","-25.12564","27.61636","21.34","33.22","52.73","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00057","Borehole","-25.12564","27.61636","21.34","52.73","57.91","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00055","Borehole","-25.12563","27.61636",,"0.00","1.83","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527BA00055","Borehole","-25.12563","27.61636",,"1.83","4.88","Chalk","Consolidated",
"Dept Water - Pretoria","2527BA00055","Borehole","-25.12563","27.61636",,"4.88","21.95","Vein-Quartz","Consolidated",
"Dept Water - Pretoria","2527BA00055","Borehole","-25.12563","27.61636",,"21.95","37.80","Dolomite","Consolidated",
"Dept Water - Pretoria","2527BA00053","Borehole","-25.12562","27.61636","30.00","0.00","38.50","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00053","Borehole","-25.12562","27.61636","30.00","38.50","84.00","Quartzite","Consolidated","Hard"
"Dept Water - Pretoria","2527BA00052","Borehole","-25.12561","27.61636","30.00","0.00","29.50","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00052","Borehole","-25.12561","27.61636","30.00","29.50","90.00","Quartzite","Consolidated","Hard"
"Dept Water - Pretoria","2527BA00054","Borehole","-25.12561","27.61637","28.96","0.00","1.22","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527BA00054","Borehole","-25.12561","27.61637","28.96","1.22","4.27","Chalk","Consolidated",
"Dept Water - Pretoria","2527BA00054","Borehole","-25.12561","27.61637","28.96","4.27","23.16","Vein-Quartz","Consolidated",
"Dept Water - Pretoria","2527BA00054","Borehole","-25.12561","27.61637","28.96","23.16","57.91","Dolomite","Consolidated",
"Dept Water - Pretoria","2527BA00056","Borehole","-25.12561","27.61638","8.84","0.00","1.22","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527BA00056","Borehole","-25.12561","27.61638","8.84","1.22","33.83","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00058","Borehole","-25.12561","27.61639","14.33","0.00","59.13","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00060","Borehole","-25.12561","27.61640","60.96","0.00","28.04","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00060","Borehole","-25.12561","27.61640","60.96","28.04","44.50","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00060","Borehole","-25.12561","27.61640","60.96","44.50","63.40","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00060","Borehole","-25.12561","27.61640","60.96","63.40","134.11","Dolomite","Consolidated",
"Dept Water - Pretoria","2527BA00062","Borehole","-25.12561","27.61641","64.92","0.00","16.15","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00062","Borehole","-25.12561","27.61641","64.92","16.15","38.10","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00062","Borehole","-25.12561","27.61641","64.92","38.10","82.91","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00062","Borehole","-25.12561","27.61641","64.92","82.91","94.79","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00062","Borehole","-25.12561","27.61641","64.92","94.79","108.81","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00064","Borehole","-25.12561","27.61642","21.34","0.00","36.88","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00064","Borehole","-25.12561","27.61642","21.34","36.88","92.96","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00067","Borehole","-25.12561","27.61643","7.01","0.00","1.52","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527BA00067","Borehole","-25.12561","27.61643","7.01","1.52","30.78","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00069","Borehole","-25.12561","27.61644","10.97","0.00","2.44","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527BA00069","Borehole","-25.12561","27.61644","10.97","2.44","46.02","Quartzite","Consolidated",
"Dept Water - Pretoria","2527BA00071","Borehole","-25.12561","27.61645","25.91","0.00","18.59","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00071","Borehole","-25.12561","27.61645","25.91","18.59","28.96","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00071","Borehole","-25.12561","27.61645","25.91","28.96","39.93","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00073","Borehole","-25.12561","27.61646",,"0.00","18.29","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00073","Borehole","-25.12561","27.61646",,"18.29","27.43","Diabase","Consolidated","Hard"
"Dept Water - Pretoria","2527BA00075","Borehole","-25.12561","27.61647","36.58","0.00","3.35","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00075","Borehole","-25.12561","27.61647","36.58","3.35","12.50","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00075","Borehole","-25.12561","27.61647","36.58","12.50","52.43","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00075","Borehole","-25.12561","27.61647","36.58","52.43","79.55","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00077","Borehole","-25.12561","27.61648","18.29","0.00","6.10","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00077","Borehole","-25.12561","27.61648","18.29","6.10","32.92","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00077","Borehole","-25.12561","27.61648","18.29","32.92","39.01","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00077","Borehole","-25.12561","27.61648","18.29","39.01","42.06","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2527BA00077","Borehole","-25.12561","27.61648","18.29","42.06","54.25","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00079","Borehole","-25.12561","27.61649","24.38","0.00","12.19","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00079","Borehole","-25.12561","27.61649","24.38","12.19","22.25","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00079","Borehole","-25.12561","27.61649","24.38","22.25","35.36","Sandstone","Consolidated",
"Dept Water - Pretoria","2527BA00079","Borehole","-25.12561","27.61649","24.38","35.36","46.23","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00079","Borehole","-25.12561","27.61649","24.38","46.23","49.38","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00081","Borehole","-25.12561","27.61650",,"0.00","21.64","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00081","Borehole","-25.12561","27.61650",,"21.64","36.88","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00081","Borehole","-25.12561","27.61650",,"36.88","50.90","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00083","Borehole","-25.12561","27.61651",,"0.00","48.16","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00083","Borehole","-25.12561","27.61651",,"48.16","96.93","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00085","Borehole","-25.12561","27.61652",,"0.00","26.52","Dolomite","Consolidated",
"Dept Water - Pretoria","2527BA00085","Borehole","-25.12561","27.61652",,"26.52","45.72","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00087","Borehole","-25.12561","27.61653","10.36","0.00","10.67","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BA00087","Borehole","-25.12561","27.61653","10.36","10.67","31.09","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00087","Borehole","-25.12561","27.61653","10.36","31.09","42.67","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00087","Borehole","-25.12561","27.61653","10.36","42.67","45.72","Diabase","Consolidated",
"Dept Water - Pretoria","2527BA00089","Borehole","-25.12561","27.61654","14.02","0.00","68.28","Dolerite","Consolidated",
"Dept Water - Pretoria","2527BA00091","Borehole","-25.12561","27.61655","25.91","0.00","37.49","Granite","Consolidated",
"Dept Water - Pretoria","2527BA00091","Borehole","-25.12561","27.61655","25.91","37.49","60.96","Shale","Consolidated",
"Dept Water - Pretoria","2527BA00091","Borehole","-25.12561","27.61655","25.91","60.96","76.20","Diabase","Consolidated",
"Dept Water - Pretoria","2529AA00359","Borehole","-25.12545","29.07857",,,,,,
"Dept Water - Pretoria","2529AA00360","Borehole","-25.12479","29.08174",,,,,,
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.74","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.74","1.00","5.00","Ferricrete","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.74","5.00","22.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.74","22.00","53.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.74","53.00","61.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.74","61.00","73.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.85","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.85","1.00","5.00","Ferricrete","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.85","5.00","22.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.85","22.00","53.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.85","53.00","61.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.85","61.00","73.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.88","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.88","1.00","5.00","Ferricrete","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.88","5.00","22.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.88","22.00","53.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.88","53.00","61.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.88","61.00","73.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.98","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.98","1.00","5.00","Ferricrete","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.98","5.00","22.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.98","22.00","53.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.98","53.00","61.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","29.98","61.00","73.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","30.03","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","30.03","1.00","5.00","Ferricrete","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","30.03","5.00","22.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","30.03","22.00","53.00","Granite","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","30.03","53.00","61.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00031","Borehole","-25.12450","27.19858","30.03","61.00","73.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2528BB00833","Borehole","-25.12394","28.77604","19.46",,,,,
"Dept Water - Pretoria","2529AA00366","Borehole","-25.12377","29.07673","6.93",,,,,
"Dept Water - North West","2526BB00031","Borehole","-25.12366","26.90106","4.15",,,,,
"Dept Water - North West","2526BB00031","Borehole","-25.12366","26.90106","5.11",,,,,
"Dept Water - North West","2526BB00031","Borehole","-25.12366","26.90106","5.16",,,,,
"Dept Water - North West","2526BB00031","Borehole","-25.12366","26.90106","5.18",,,,,
"Dept Water - North West","2526BB00031","Borehole","-25.12366","26.90106","5.65",,,,,
"Dept Water - North West","2526BB00031","Borehole","-25.12366","26.90106","5.70",,,,,
"Dept Water - North West","2526BB00031","Borehole","-25.12366","26.90106","6.75",,,,,
"Dept Water - Pretoria","2528BB00883","Borehole","-25.12294","28.91088",,,,,,
"Dept Water - Pretoria","2526BA00282","Borehole","-25.12266","26.58749",,"0.00","1.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526BA00282","Borehole","-25.12266","26.58749",,"1.00","20.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BA00282","Borehole","-25.12266","26.58749",,"20.00","27.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BA00282","Borehole","-25.12266","26.58749",,"27.00","80.00","Norite","Consolidated",
"Dept Water - Pretoria","2529AA00367","Borehole","-25.12238","29.07762",,,,,,
"Dept Water - Pretoria","2528BB00924","Borehole","-25.12181","28.94903","16.90","0.00","75.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00924","Borehole","-25.12181","28.94903","16.90","75.00","101.00","NO SAMPLE",,
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","0.00","11.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","11.00","27.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","27.00","30.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","30.00","45.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","45.00","47.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","47.00","50.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","50.00","77.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","77.00","93.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","93.00","103.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","103.00","105.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00043","Borehole","-25.12178","27.40944","26.72","105.00","114.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2528BB00085","Borehole","-25.12176","28.89835",,"0.00","17.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00085","Borehole","-25.12176","28.89835",,"17.00","100.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00076","Borehole","-25.12175","28.89834","18.29","0.00","62.79","Shale","Consolidated",
"Dept Water - Pretoria","2528BB00084","Borehole","-25.12175","28.89835",,"0.00","20.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00084","Borehole","-25.12175","28.89835",,"20.00","93.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00082","Borehole","-25.12174","28.89833",,"0.00","32.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00082","Borehole","-25.12174","28.89833",,"32.00","100.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00083","Borehole","-25.12174","28.89834",,"0.00","73.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00083","Borehole","-25.12174","28.89834",,"73.00","93.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00080","Borehole","-25.12173","28.89832",,"0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528BB00080","Borehole","-25.12173","28.89832",,"1.00","87.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00081","Borehole","-25.12173","28.89833",,"0.00","29.00","Basalt","Consolidated",
"Dept Water - Pretoria","2528BB00081","Borehole","-25.12173","28.89833",,"29.00","100.00","Basalt","Consolidated",
"Dept Water - Pretoria","2529BA00156","Borehole","-25.12173","29.73946",,,,,,
"Dept Water - Pretoria","2529BA00188","Borehole","-25.12173","29.74585",,,,,,
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"0.00","4.00","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"4.00","12.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"12.00","16.00","Clay & Sand","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"16.00","20.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"20.00","26.00","Clay & Sand","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"26.00","31.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"31.00","35.00","Gravel","Unconsolidated",
